city;lat;lng;continent
Skopje;42.0;21.4335;EU
Štip;41.7423;22.1979;EU
Makedonska Kamenica;42.0208;22.5876;EU
Ilinden;41.9945;21.58;EU
Demir Hisar;41.221;21.203;EU
Želino;41.9825;21.0624;EU
Prilep;41.3451;21.555;EU
Bitola;41.0391;21.3395;EU
Krivogaštani;41.3369;21.3311;EU
Kruševo;41.3694;21.2483;EU
Vasilevo;41.4741;22.643;EU
Gostivar;41.796;20.9082;EU
Vrapčište;41.8344;20.8856;EU
Novaci;41.042;21.4587;EU
Čaška;41.6487;21.6922;EU
Kratovo;42.0784;22.1807;EU
Probištip;42.0019;22.1728;EU
Debar;41.5244;20.5242;EU
Centar Župa;41.4788;20.5586;EU
Rosoman;41.5167;21.9458;EU
Jegunovce;42.0724;21.1237;EU
Demir Kapija;41.4061;22.2463;EU
Negotino;41.4846;22.0906;EU
Konče;41.4951;22.3836;EU
Dolneni;41.4258;21.454;EU
Sveti Nikole;41.8667;21.9411;EU
Valandovo;41.3174;22.56;EU
Kičevo;41.5127;20.9589;EU
Delčevo;41.9654;22.7763;EU
Tetovo;42.0092;20.9701;EU
Češinovo;41.8715;22.2896;EU
Karbinci;41.8176;22.2353;EU
Tearce;42.0767;21.0531;EU
Kriva Palanka;42.2009;22.3324;EU
Rankovce;42.1686;22.1166;EU
Pehčevo;41.7623;22.8892;EU
Gevgelija;41.1417;22.5014;EU
Bogdanci;41.2031;22.5756;EU
Berovo;41.7031;22.8578;EU
Brvenica;41.9672;20.9808;EU
Aguelhok;19.4549;0.8564;AF
Bamako;12.65;-8.0;AF
Kidal;18.4411;1.4078;AF
Bourem;16.9004;-0.35;AF
Mopti;14.49;-4.18;AF
Gao;16.2666;-0.05;AF
Satadougou;12.617;-11.4066;AF
Koulikoro;12.8833;-7.55;AF
Sikasso;11.3204;-5.68;AF
Araouane;18.9;-3.53;AF
Ségou;13.44;-6.26;AF
Timbuktu;16.7666;-3.0166;AF
Markala;13.6704;-6.07;AF
Taoudenni;22.6666;-3.9834;AF
Kayes;14.45;-11.44;AF
Sokolo;14.7337;-6.1333;AF
Kita;13.0504;-9.4833;AF
Nara;15.18;-7.28;AF
Kati;12.7504;-8.08;AF
Kangaba;11.9404;-8.44;AF
San;13.3004;-4.9;AF
Bougouni;11.4204;-7.49;AF
Koutiala;12.3904;-5.47;AF
Djenné;13.9;-4.55;AF
Yélimané;15.1337;-10.5666;AF
Bafoulabé;13.8004;-10.82;AF
Nioro du Sahel;15.2304;-9.59;AF
Goundam;16.417;-3.6666;AF
Ménaka;15.9167;2.4;AF
Tessalit;20.2014;1.0888;AF
Banamba;13.5504;-7.45;AF
Rangoon;16.7834;96.1667;AS
Allanmyo;19.3783;95.2279;AS
Mudon;16.2618;97.7215;AS
Mawlamyine;16.5004;97.67;AS
Phyarpon;16.2933;95.6829;AS
Labutta;16.1619;94.7014;AS
Dawei;14.098;98.195;AS
Myeik;12.4541;98.6115;AS
Ye;15.2533;97.8679;AS
Namtu;23.0837;97.4;AS
Hinthada;17.6483;95.4679;AS
Thongwa;16.7547;96.5193;AS
Bago;17.32;96.515;AS
Pathein;16.7704;94.75;AS
Yandoon;17.0433;95.6429;AS
Wakema;16.6133;95.1829;AS
Pyay;18.8165;95.2114;AS
Chauk;20.9085;94.823;AS
Myitkyina;25.3596;97.3928;AS
Monywa;22.105;95.15;AS
Naypyidaw;19.7666;96.1186;AS
Loikaw;19.665;97.206;AS
Yaynangyoung;20.4615;94.881;AS
Kyaukphyu;19.429;93.5494;AS
Magway;20.1445;94.9196;AS
Shwebo;22.5783;95.6929;AS
Sagaing;21.88;95.962;AS
Myingyan;21.4618;95.3914;AS
Pakokku;21.332;95.0866;AS
Mandalay;21.97;96.085;AS
Taunggyi;20.782;97.038;AS
Pyu;18.4779;96.4379;AS
Taungoo;18.9483;96.4179;AS
Letpadan;17.7819;95.7415;AS
Sittwe;20.14;92.88;AS
Pa-an;16.85;97.6167;AS
Hakha;22.65;93.6167;AS
Olgiy;48.9337;89.95;AS
Mandalgovi;45.75;106.266;AS
Ulaanbaatar;47.9167;106.9166;AS
Mörön;49.6453;100.1544;AS
Darhan;49.6167;106.35;AS
Erdenet;49.0533;104.1183;AS
Uliastay;47.75;96.8167;AS
Choyr;46.3611;108.3611;AS
Altay;46.3722;96.2583;AS
Buyant-Uhaa;44.8666;110.15;AS
Choybalsan;48.0666;114.506;AS
Ulaangom;49.9833;92.0666;AS
Bulgan;48.8106;103.5317;AS
Arvayheer;46.25;102.7666;AS
Tsetserleg;47.4769;101.4502;AS
Bayankhongor;46.3;100.9833;AS
Darhan;49.4867;105.9228;AS
Dzuunharaa;48.8666;106.4666;AS
Dzuunmod;47.711;106.947;AS
Ondorhaan;47.3167;110.65;AS
Dalandzadgad;43.5708;104.425;AS
Ulaan-Uul;44.3337;111.2333;AS
Hodrogo;48.9664;96.7833;AS
Baruun Urt;46.7;113.2833;AS
Suchboatar;50.25;106.2;AS
Dund-Us;48.0166;91.6333;AS
Dalandzadgad;43.5836;104.4403;AS
Macau;22.203;113.545;AS
Fort-de-France;14.6104;-61.08;NA
Bogue;16.5904;-14.27;AF
Chegga;25.3804;-5.78;AF
Boutilimit;17.5504;-14.7;AF
Timbedra;16.2504;-8.1666;AF
Bir Mogrein;25.2333;-11.5833;AF
Fderik;22.679;-12.707;AF
Sélibaby;15.167;-12.1833;AF
Aleg;17.058;-13.909;AF
Akjoujt;19.747;-14.391;AF
Kiffa;16.62;-11.4;AF
Nema;16.6171;-7.25;AF
Nouadhibou;20.9;-17.056;AF
Rosso;16.524;-15.8127;AF
Tidjikdja;18.55;-11.4166;AF
Atar;20.5166;-13.05;AF
Kaédi;16.1503;-13.5037;AF
Zouirat;22.7304;-12.4833;AF
Arafat;18.0583;-15.9621;AF
Dar Naim;18.0973;-15.9327;AF
Tevragh Zeina;18.0989;-15.9885;AF
Nouakchott;18.0864;-15.9753;AF
Ayoun el Atrous;16.6666;-9.6167;AF
Plymouth;16.7;-62.2167;NA
Birżebbuġa;35.8258;14.5269;EU
Marsaskala;35.8669;14.5619;EU
Marsaxlokk;35.8419;14.5431;EU
Kirkop;35.8422;14.4853;EU
Pietà;35.8947;14.495;EU
Żejtun;35.8558;14.5331;EU
Attard;35.8897;14.4425;EU
Pembroke;35.9306;14.4764;EU
Żebbuġ;35.8719;14.4411;EU
Ta’ Xbiex;35.8992;14.4944;EU
Sliema;35.9125;14.5019;EU
San Lawrenz;36.0556;14.2036;EU
Imqabba;35.8461;14.4672;EU
Imdina;35.8869;14.4025;EU
Qala;36.0361;14.3094;EU
Imtarfa;35.8933;14.3989;EU
Żurrieq;35.8311;14.4742;EU
Gudja;35.8492;14.5031;EU
Sannat;36.0244;14.2428;EU
Valletta;35.8997;14.5147;EU
Żabbar;35.8761;14.535;EU
Luqa;35.8589;14.4886;EU
Qormi;35.8783;14.4719;EU
Imġarr;35.9206;14.3664;EU
Saint Paul’s Bay;35.9483;14.4006;EU
Qrendi;35.8347;14.4583;EU
Munxar;36.03;14.2333;EU
Ħamrun;35.8847;14.4844;EU
Naxxar;35.9136;14.4436;EU
Għaxaq;35.8489;14.5167;EU
Għasri;36.0578;14.2264;EU
Victoria;36.0444;14.2397;EU
Iklin;35.9092;14.4522;EU
Għargħur;35.9242;14.4519;EU
Dingli;35.8614;14.3822;EU
Siġġiewi;35.8556;14.4364;EU
Xewkija;36.0328;14.2581;EU
Lija;35.9006;14.4464;EU
Safi;35.8331;14.4847;EU
Senglea;35.8875;14.5169;EU
Xagħra;36.05;14.2644;EU
Xgħajra;35.8856;14.5475;EU
Żebbuġ;36.0722;14.2358;EU
Gżira;35.9058;14.4881;EU
Imsida;35.8925;14.4828;EU
Kalkara;35.8892;14.5328;EU
Kerċem;36.0419;14.2267;EU
Mellieħa;35.9564;14.3622;EU
Mosta;35.9092;14.4256;EU
Nadur;36.0378;14.2942;EU
Paola;35.8731;14.4989;EU
Rabat;35.8822;14.3981;EU
Marsa;35.8792;14.4953;EU
San Ġiljan;35.9197;14.4844;EU
San Ġwann;35.9056;14.4761;EU
Santa Luċija;36.0431;14.2172;EU
Santa Venera;35.8908;14.4742;EU
Swieqi;35.9225;14.48;EU
Tarxien;35.8658;14.515;EU
Balzan;35.9003;14.455;EU
Vittoriosa;35.8922;14.5183;EU
Birkirkara;35.8972;14.4611;EU
Cospicua;35.8856;14.5275;EU
Fgura;35.8703;14.5133;EU
Floriana;35.8958;14.5083;EU
Fontana;36.0375;14.2361;EU
Għajnsielem;36.0264;14.285;EU
Għarb;36.06;14.2089;EU
Port Louis;-20.1666;57.5;AF
Curepipe;-20.3162;57.5166;AF
Malé;4.1667;73.4999;AS
Eydhafushi;5.1038;73.0699;AS
Felidhoo;3.4718;73.547;AS
Funadhoo;6.1509;73.2901;AS
Hithadhoo;-0.6;73.0833;AS
Kudahuvadhoo;2.6717;72.8936;AS
Kulhudhuffushi;6.6223;73.0702;AS
Mahibadhoo;3.7571;72.9689;AS
Manadhoo;5.7669;73.4136;AS
Muli;2.9217;73.5811;AS
Naifaru;5.4442;73.3662;AS
Thinadhoo;0.5303;72.9967;AS
Un’goofaaru;5.6681;73.0302;AS
Veymandoo;2.1878;73.095;AS
Fonadhoo;1.8342;73.5031;AS
Rasdhoo;4.2631;72.9919;AS
Thulusdhoo;4.3742;73.6517;AS
Dhihdhoo;6.8874;73.114;AS
Foammulah;-0.3;73.4256;AS
Viligili;0.7539;73.4353;AS
Nilandhoo;3.0567;72.89;AS
Thyolo;-16.0703;35.1471;AF
Mwanza;-15.6167;34.5167;AF
Chiradzulu;-15.7;35.1833;AF
Karonga;-9.9329;33.9333;AF
Neno;-15.3981;34.6534;AF
Zomba;-15.39;35.31;AF
Chikwawa;-16.042;34.8019;AF
Mulanje;-16.0333;35.5;AF
Blantyre;-15.79;34.9899;AF
Chiromo;-16.55;35.1332;AF
Phalombe;-15.8064;35.6507;AF
Nsanje;-16.9167;35.2667;AF
Nkhata Bay;-11.5996;34.3;AF
Rumphi;-11.0195;33.8546;AF
Chitipa;-9.7162;33.2666;AF
Mzuzu;-11.46;34.02;AF
Mzimba;-11.9;33.6;AF
Ntchisi;-13.3753;34.0036;AF
Dowa;-13.6532;33.9385;AF
Mchinji;-13.8;32.9;AF
Nkhotakota;-12.9163;34.3;AF
Kasungu;-13.0364;33.4822;AF
Ntcheu;-14.8167;34.6333;AF
Dedza;-14.3667;34.3333;AF
Salima;-13.7829;34.4333;AF
Lilongwe;-13.9833;33.7833;AF
Mangochi;-14.4596;35.27;AF
Balaka;-14.9889;34.9591;AF
Machinga;-14.9667;35.5167;AF
Nacozari de García;30.42;-109.65;NA
Nueva Rosita;27.95;-101.22;NA
San Felipe;31.0241;-114.8496;NA
Zacatecas;22.7704;-102.58;NA
Irapuato;20.67;-101.5;NA
Vicente Guerrero;30.7641;-116.0093;NA
San Quintín;30.4837;-115.95;NA
Chetumal;18.5;-88.3;NA
Esperanza;27.58;-109.93;NA
Izamal;20.9304;-89.0201;NA
Ticul;20.4004;-89.53;NA
Villahermosa;18.0;-92.9;NA
Mazatlán;23.2211;-106.42;NA
Ciudad Victoria;23.72;-99.13;NA
Mexicali;32.65;-115.48;NA
Aguascalientes;21.8795;-102.2904;NA
Chihuahua;28.645;-106.085;NA
Guanajuato;21.0204;-101.28;NA
Chilpancingo;17.55;-99.5;NA
Pachuca;20.1704;-98.73;NA
Guadalajara;20.67;-103.33;NA
Cuernavaca;18.9211;-99.24;NA
Monterrey;25.67;-100.33;NA
Lázaro Cárdenas;17.9587;-102.2;NA
Miahuatlán;16.33;-96.6;NA
Mitla;16.917;-96.4;NA
Valladolid;20.6704;-88.2;NA
Ciudad Constitución;25.04;-111.66;NA
Villa Unión;23.2;-106.23;NA
Eldorado;24.3305;-107.37;NA
Tekax;20.2;-89.28;NA
Montemorelos;25.19;-99.84;NA
Xalapa;19.53;-96.92;NA
Teziutlán;19.8204;-97.36;NA
Motul;21.1;-89.28;NA
Mérida;20.9666;-89.6166;NA
Guerrero Negro;27.9904;-114.17;NA
Saltillo;25.42;-101.005;NA
Punta Prieta;28.9337;-114.1666;NA
Salina Cruz;16.1671;-95.2;NA
Durango;24.0311;-104.67;NA
Acatlan;18.2;-98.05;NA
Tepic;21.5054;-104.88;NA
Tecuala;22.4004;-105.46;NA
Ayutla;16.9004;-99.22;NA
Huajuapan de León;17.8104;-97.79;NA
Pochutla;15.7304;-96.47;NA
Colima;19.23;-103.72;NA
Autlan;19.77;-104.37;NA
Coalcoman;18.7804;-103.15;NA
Apatzingán;19.08;-102.35;NA
Halachó;20.48;-90.08;NA
Peto;20.13;-88.92;NA
Papasquiaro;24.8304;-105.34;NA
Puerto Escondido;15.8592;-97.0659;NA
Hermosillo;29.0989;-110.9541;NA
Juchitan;16.43;-95.02;NA
San Luis Potosí;22.17;-101.0;NA
Culiacán;24.83;-107.38;NA
Uruapan;19.4204;-102.07;NA
Tehuantepec;16.33;-95.23;NA
Salamanca;20.5704;-101.2;NA
Mexico City;19.4424;-99.131;NA
Zamora;19.9804;-102.28;NA
Tlaxiaco;17.2704;-97.68;NA
Petatlán;17.5204;-101.27;NA
La Cruz;23.9204;-106.9;NA
Allende;28.33;-100.85;NA
Agua Prieta;31.3223;-109.563;NA
Piedras Negras;28.7076;-100.5317;NA
Reynosa;26.08;-98.3;NA
Ojinaga;29.5404;-104.41;NA
La Paz;24.14;-110.32;NA
Tapachula;14.9;-92.27;NA
Escuintla;15.33;-92.63;NA
Atlixco;18.9;-98.45;NA
Orizaba;18.85;-97.13;NA
Taxco;18.5704;-99.62;NA
Iguala;18.37;-99.54;NA
Cabo San Lucas;22.8928;-109.9045;NA
Villanueva;22.35;-102.88;NA
Tecpan;17.25;-100.68;NA
Atoyac;17.2;-100.43;NA
Jaltipan;17.94;-94.74;NA
La Barca;20.2804;-102.56;NA
Querétaro;20.63;-100.38;NA
León;21.15;-101.7;NA
Pijijiapan;15.6904;-93.22;NA
Campeche;19.83;-90.5;NA
Toluca;19.3304;-99.67;NA
Tlaxcala;19.32;-98.23;NA
Oaxaca;17.0827;-96.6699;NA
Puebla;19.05;-98.2;NA
Tuxtla Gutiérrez;16.75;-93.15;NA
Lagos de Moreno;21.3704;-101.93;NA
Progreso;21.2833;-89.6666;NA
Tuxpam;20.9604;-97.41;NA
Balancán;17.8;-91.53;NA
Tizimín;21.1304;-88.15;NA
Los Mochis;25.79;-109.0;NA
Altata;24.636;-107.9162;NA
Navajoa;27.0819;-109.4546;NA
Santa Barbara;26.8004;-105.82;NA
Ciudad Hidalgo;19.68;-100.57;NA
Parras;25.4204;-102.1799;NA
Hidalgo del Parral;26.9334;-105.6666;NA
Delicias;28.2;-105.5;NA
Ensenada;31.87;-116.62;NA
Linares;24.8604;-99.57;NA
San Juan del Río;20.38;-100.0;NA
Minatitlán;17.9805;-94.53;NA
Villa Ahumada;30.6104;-106.51;NA
Tehuacan;18.4504;-97.38;NA
Ciudad del Carmen;18.6537;-91.8245;NA
Morelia;19.7334;-101.1895;NA
Escuinapa;22.8504;-105.8;NA
Nezahualcoyotl;19.41;-99.03;NA
Gómez Palacio;25.5701;-103.5;NA
Paraíso;18.4;-93.23;NA
Frontera;18.5804;-92.65;NA
Tenosique;17.4804;-91.43;NA
Tecoman;18.9204;-103.88;NA
Aldama;22.9204;-98.07;NA
Loreto;26.0133;-111.3517;NA
Santa Rosalía;27.3171;-112.2834;NA
El Fuerte;26.4204;-108.62;NA
Guasave;25.5705;-108.47;NA
Manzanillo;19.0496;-104.3231;NA
Celaya;20.53;-100.8;NA
San Pedro de las Colonias;25.7592;-102.9827;NA
Monclova;26.9;-101.42;NA
Torreón;25.5701;-103.42;NA
Nogales;31.305;-110.945;NA
Rio Verde;21.93;-99.98;NA
Tamuín;21.9804;-98.75;NA
Tamazunchale;21.2704;-98.78;NA
Ciudad Valles;21.98;-99.02;NA
Cardenas;22.0;-99.67;NA
Guamúchil;25.4704;-108.09;NA
Tijuana;32.5;-117.08;NA
Cozumel;20.51;-86.95;NA
Isla Mujeres;21.2084;-86.7115;NA
Cancún;21.17;-86.83;NA
Felipe Carrillo Puerto;19.5804;-88.05;NA
Champotón;19.3504;-90.72;NA
Cuencame;24.8704;-103.7;NA
Canatlan;24.52;-104.78;NA
Compostela;21.2304;-104.9;NA
Santiago Ixcuintla;21.82;-105.22;NA
Tuxpan;21.9304;-105.27;NA
Matehuala;23.6604;-100.65;NA
Fresnillo;23.1704;-102.86;NA
Valparaíso;22.7704;-103.57;NA
Sabinas Hidalgo;26.51;-100.18;NA
Ascensión;31.1;-107.98;NA
Ciudad Juárez;31.6904;-106.49;NA
Juan Aldama;24.2904;-103.39;NA
Caborca;30.7161;-112.1642;NA
Magdalena;30.6166;-111.05;NA
Mazatlán;29.0171;-110.1333;NA
Puerto Vallarta;20.6771;-105.245;NA
Zumpango;19.8104;-99.11;NA
Nuevo Laredo;27.5;-99.55;NA
Matamoros;25.88;-97.5;NA
San Fernando;24.8504;-98.16;NA
Ciudad Madero;22.3189;-97.8361;NA
Tampico;22.3;-97.87;NA
Ciudad Mante;22.7334;-98.95;NA
Tula;23.0004;-99.72;NA
Ciudad Guzman;19.7104;-103.46;NA
Ciudad Camargo;27.6904;-105.1701;NA
Cuauhtémoc;28.4257;-106.8696;NA
Nuevo Casas Grandes;30.4185;-107.9119;NA
Poza Rica de Hidalgo;20.5504;-97.47;NA
Ometepec;16.6801;-98.42;NA
Ciudad Altamirano;18.3204;-100.65;NA
Huatabampo;26.8304;-109.63;NA
Ciudad Obregon;27.4666;-109.925;NA
Guaymas;27.93;-110.89;NA
Pánuco;22.0604;-98.19;NA
Cananea;30.9904;-110.3;NA
Acapulco;16.85;-99.916;NA
San Cristobal de Las Casas;16.75;-92.6334;NA
Veracruz;19.1773;-96.16;NA
Coatzacoalcos;18.1204;-94.42;NA
Santiago Tuxtla;18.4704;-95.3;NA
Córdoba;18.9204;-96.92;NA
Nautla;20.2166;-96.7834;NA
Sibu;2.303;111.843;AS
Shah Alam;3.0667;101.55;AS
Bintulu;3.1664;113.036;AS
Kuching;1.53;110.33;AS
Victoria;5.2767;115.2417;AS
Taiping;4.865;100.72;AS
Chukai;4.2332;103.4479;AS
Kuala Lumpur;3.1667;101.7;AS
Kangar;6.433;100.19;AS
Alor Setar;6.1133;100.3729;AS
George Town;5.4136;100.3294;AS
Butterworth;5.4171;100.4;AS
Sungai Petani;5.6497;100.4793;AS
Sandakan;5.843;118.108;AS
Lahad Datu;5.0464;118.336;AS
Kota Baharu;6.12;102.23;AS
Johor Bahru;1.48;103.73;AS
Keluang;2.0383;103.3179;AS
Kuala Terengganu;5.3304;103.12;AS
Ipoh;4.6;101.065;AS
Kuantan;3.83;103.32;AS
Kota Kinabalu;5.98;116.11;AS
Tawau;4.271;117.896;AS
Kuala Lipis;4.184;102.042;AS
Teluk Intan;4.0119;101.0314;AS
Malacca;2.2064;102.2465;AS
Muar;2.0337;102.5666;AS
Miri;4.3999;113.9845;AS
Seremban;2.7105;101.94;AS
Putrajaya;2.914;101.7019;AS
Raub;3.7927;101.8423;AS
Batu Pahat;1.8504;102.9333;AS
Kelang;3.0204;101.55;AS
Espungabera;-20.4501;32.77;AF
Quelimane;-17.88;36.89;AF
Nicuadala;-17.6077;36.8197;AF
Mapai;-22.8427;31.9631;AF
Mocimboa;-11.3196;40.35;AF
Maxixe;-23.866;35.3886;AF
Mocambique;-15.0399;40.6822;AF
Nampula;-15.136;39.293;AF
Massangena;-21.5373;32.9564;AF
Quissico;-24.7257;34.766;AF
Chiramba;-16.8921;34.6559;AF
Xai-Xai;-25.04;33.64;AF
Ligonha;-15.1757;37.74;AF
Vilanculos;-21.9995;35.3166;AF
Dondo;-19.6196;34.73;AF
Macia;-25.0195;33.09;AF
Moatize;-16.0995;33.95;AF
Angoche;-16.23;39.91;AF
Cuamba;-14.7896;36.54;AF
Inhambane;-23.858;35.3398;AF
Beira;-19.82;34.87;AF
Lichinga;-13.3;35.24;AF
Pemba;-12.983;40.5323;AF
Panda;-24.0629;34.7303;AF
Manica;-18.9696;32.88;AF
Nacala;-14.5186;40.715;AF
Montepuez;-13.1196;39.0;AF
Maputo;-25.9553;32.5892;AF
Mocuba;-16.8496;38.26;AF
Marrupa;-13.1984;37.4995;AF
Chimoio;-19.12;33.47;AF
Tete;-16.17;33.58;AF
Matola;-25.9696;32.46;AF
Koné;-21.0667;164.8667;OC
Wé;-20.9;167.2667;OC
Nouméa;-22.2625;166.4443;OC
Niamey;13.5167;2.1167;AF
Maradi;13.4916;7.0964;AF
Zinder;13.8;8.9833;AF
Ayorou;14.7318;0.9195;AF
Gaya;11.8882;3.4467;AF
Arlit;18.82;7.33;AF
Birni Nkonni;13.7904;5.2599;AF
Madaoua;14.0762;5.9586;AF
Tahoua;14.9;5.2599;AF
Nguigmi;14.2532;13.1108;AF
Dosso;13.05;3.2;AF
Gouré;13.9874;10.27;AF
Diffa;13.3171;12.6089;AF
Tillabéri;14.212;1.4531;AF
Djado;21.015;12.3075;AF
Agadez;16.9959;7.9828;AF
Kingston;-29.0569;167.9617;OC
Abuja;9.0833;7.5333;AF
Uyo;5.008;7.85;AF
Akure;7.2504;5.2;AF
Koko;11.4232;4.517;AF
Port Harcourt;4.81;7.01;AF
Gombe;10.2904;11.17;AF
Nsukka;6.867;7.3834;AF
Potiskum;11.7104;11.08;AF
Damaturu;11.749;11.966;AF
Wukari;7.8704;9.78;AF
Maiduguri;11.85;13.16;AF
Kontagora;10.4004;5.4699;AF
Jos;9.93;8.89;AF
Abakaliki;6.3249;8.1137;AF
Ife;7.4804;4.56;AF
Abeokuta;7.1604;3.35;AF
Ikeja;6.5965;3.3421;AF
Lagos;6.4433;3.3915;AF
Ijebu Ode;6.8204;3.92;AF
Iwo;7.63;4.18;AF
Oshogbo;7.7704;4.56;AF
Ilorin;8.49;4.55;AF
Gusau;12.1704;6.66;AF
Yenagoa;4.9267;6.2676;AF
Minna;9.62;6.55;AF
Ado Ekiti;7.6304;5.22;AF
Ibadan;7.38;3.93;AF
Iseyin;7.97;3.59;AF
Funtua;11.5204;7.32;AF
Katsina;12.9904;7.6;AF
Oyo;7.8504;3.93;AF
Ogbomosho;8.13;4.24;AF
Benin City;6.3405;5.62;AF
Keffi;8.849;7.8736;AF
Lafia;8.4904;8.52;AF
Ondo;7.0904;4.84;AF
Lokoja;7.8004;6.7399;AF
Sokoto;13.06;5.24;AF
Kaduna;10.52;7.44;AF
Kano;12.0;8.52;AF
Zaria;11.08;7.71;AF
Ikare;7.5304;5.76;AF
Owo;7.2004;5.59;AF
Dutse;11.7992;9.3503;AF
Idah;7.1104;6.7399;AF
Mubi;10.2703;13.27;AF
Orlu;5.7837;7.0333;AF
Bama;11.5204;13.69;AF
Bauchi;10.3104;9.84;AF
Makurdi;7.73;8.53;AF
Oturkpo;7.1904;8.13;AF
Onitsha;6.1404;6.78;AF
Awka;6.2104;7.07;AF
Enugu;6.45;7.5;AF
Biu;10.6204;12.19;AF
Owerri;5.493;7.026;AF
Calabar;4.9604;8.33;AF
Sapele;5.8904;5.68;AF
Opobo;4.5704;7.56;AF
Aba;5.1004;7.35;AF
Umuahia;5.532;7.486;AF
Warri;5.52;5.76;AF
Asaba;6.1985;6.7274;AF
Bida;9.0804;6.01;AF
Kumo;10.0457;11.2131;AF
Azare;11.6804;10.19;AF
Gashua;12.8705;11.04;AF
Yola;9.21;12.48;AF
Nguru;12.8804;10.45;AF
Jalingo;8.9004;11.36;AF
Numan;9.4604;12.04;AF
Birnin Kebbi;12.4504;4.1999;AF
Managua;12.153;-86.2685;NA
San Carlos;11.2;-84.8333;NA
Juigalpa;12.11;-85.38;NA
Boaco;12.47;-85.66;NA
Granada;11.9337;-85.95;NA
Puerto Cabezas;14.0333;-83.3834;NA
Jinotepe;11.846;-86.195;NA
Jinotega;13.091;-86.0;NA
León;12.4356;-86.8794;NA
Estelí;13.09;-86.36;NA
Somoto;13.476;-86.583;NA
Chinandega;12.6304;-87.13;NA
Ocotal;13.63;-86.473;NA
Masaya;11.969;-86.095;NA
Bluefields;12.0;-83.7649;NA
Rivas;11.4404;-85.82;NA
Matagalpa;12.9171;-85.9167;NA
San Juan de Nicaragua;10.9204;-83.7;NA
San Juan del Sur;11.25;-85.86;NA
Maastricht;50.853;5.677;EU
Amsterdam;52.35;4.9166;EU
The Hague;52.08;4.27;EU
Haarlem;52.3804;4.63;EU
Groningen;53.2204;6.58;EU
Middelburg;51.502;3.61;EU
Lelystad;52.5176;5.474;EU
Arnhem;51.988;5.923;EU
Assen;53.0;6.55;EU
's-Hertogenbosch;51.6833;5.3167;EU
Zwolle;52.524;6.097;EU
Utrecht;52.1003;5.12;EU
Leeuwarden;53.2504;5.7834;EU
Rotterdam;51.92;4.48;EU
Eindhoven;51.43;5.5;EU
Tromsø;69.6351;18.992;EU
Molde;62.7483;7.1833;EU
Vossavangen;60.63;6.441;EU
Oslo;59.9167;10.75;EU
Lillehammer;61.1333;10.5;EU
Bærum;59.9135;11.3472;EU
Stavanger;58.97;5.68;EU
Hermansverk;61.1833;6.85;EU
Leikanger;61.1833;6.85;EU
Kristiansand;58.1666;8.0;EU
Bergen;60.391;5.3245;EU
Skien;59.2;9.6;EU
Arendal;58.4648;8.766;EU
Hamar;60.82;11.069;EU
Tønsberg;59.264;10.421;EU
Drammen;59.7572;10.1907;EU
Bodø;67.2468;14.399;EU
Haugesund;59.4119;5.2775;EU
Svolvær;68.2333;14.5667;EU
Ålesund;62.5454;6.388;EU
Harstad;68.7879;16.5156;EU
Finnsnes;69.2406;18.0086;EU
Alta;69.9666;23.2417;EU
Kirkenes;69.725;30.0516;EU
Sandnes;58.8454;5.69;EU
Gjøvik;60.8;10.7;EU
Mo i Rana;66.3166;14.1667;EU
Sarpsborg;59.2833;11.1167;EU
Moss;59.437;10.6692;EU
Vadsø;70.0966;29.7657;EU
Rørvik;64.868;11.2053;EU
Namsos;64.4833;11.5;EU
Trondheim;63.4167;10.4167;EU
Steinkjer;64.0171;11.5;EU
Narvik;68.3832;17.29;EU
Hammerfest;70.6613;23.688;EU
Jumla;29.25;82.2167;AS
Salyan;28.35;82.1833;AS
Kathmandu;27.7167;85.3166;AS
Bhairawa;27.5333;83.3833;AS
Pokhara;28.264;83.972;AS
Hetauda;27.4167;85.0334;AS
Dandeldhura;29.3;80.6;AS
Baglung;28.2667;83.5833;AS
Ramechhap;27.326;86.087;AS
Lalitpur;27.6666;85.3333;AS
Biratnagar;26.4837;87.2833;AS
Rajbiraj;26.5333;86.7333;AS
Bhimphedi;27.551;85.13;AS
Ilam;26.908;87.926;AS
Dhangarhi;28.695;80.593;AS
Birganj;27.0004;84.8666;AS
Nepalganj;28.0503;81.6167;AS
Alofi;-19.0167;-169.9167;OC
Masterton;-40.9439;175.6456;OC
Gore;-46.0947;168.9604;OC
Te Anau;-45.4074;167.7585;OC
Invercargill;-46.4094;168.365;OC
Ashburton;-43.8983;171.7486;OC
Timaru;-44.3972;171.2425;OC
Kaikoura;-42.4012;173.6897;OC
Christchurch;-43.535;172.63;OC
Queenstown;-45.0227;168.7251;OC
Porirua;-41.1219;174.8524;OC
Wanaka;-44.698;169.1449;OC
Nelson;-41.2926;173.2474;OC
Picton;-41.2805;174.0166;OC
Hamilton;-37.7783;175.2896;OC
Dunedin;-45.8854;170.491;OC
Thames;-37.1384;175.5853;OC
Lower Hutt;-41.2037;174.9123;OC
Palmerston North;-40.3527;175.6072;OC
Wanganui;-39.9326;175.0393;OC
Westport;-41.7638;171.6028;OC
Hokitika;-42.7072;171.01;OC
Greymouth;-42.4716;171.2231;OC
Paraparaumu;-40.9034;174.9989;OC
Wellington;-41.3;174.7833;OC
